Source,domain,DAP Present?,source,domain,DAP Present?,Present in both results?,To research,Notes
Site Scanner,digitalaccelerator.18f.gov,FALSE,analytics.usa.gov,digitalaccelerator.18f.gov,FALSE,yes,--,
Site Scanner,digitaldashboard.gov,TRUE,analytics.usa.gov,digitaldashboard.gov,TRUE,yes,--,
Site Scanner,digitalgov.gov,TRUE,analytics.usa.gov,digitalgov.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,digitalgov.sitesusa.app.cloud.gov,FALSE,analytics.usa.gov,digitalgov.sitesusa.app.cloud.gov,FALSE,yes,--,
Site Scanner,disaster.data.gov,FALSE,analytics.usa.gov,disaster.data.gov,FALSE,yes,--,
Site Scanner,disasters.data.gov,FALSE,analytics.usa.gov,disasters.data.gov,FALSE,yes,--,
Site Scanner,discovery.gsa.gov,FALSE,analytics.usa.gov,discovery.gsa.gov,FALSE,yes,--,
Site Scanner,disposal.gsa.gov,FALSE,analytics.usa.gov,disposal.gsa.gov,FALSE,yes,--,
Site Scanner,doc-p.ecpic.gov,FALSE,analytics.usa.gov,doc-p.ecpic.gov,FALSE,yes,--,
Site Scanner,doc.ecpic.gov,FALSE,analytics.usa.gov,doc.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,docs.cloud.gov,TRUE,analytics.usa.gov,docs.cloud.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,docs.fpisc.gov,FALSE,analytics.usa.gov,docs.fpisc.gov,FALSE,yes,--,
Site Scanner,doe-p.ecpic.gov,FALSE,analytics.usa.gov,doe-p.ecpic.gov,FALSE,yes,--,
Site Scanner,doedtest.ecpic.gov,FALSE,analytics.usa.gov,doedtest.ecpic.gov,FALSE,yes,--,
Site Scanner,doetest-p.ecpic.gov,FALSE,analytics.usa.gov,doetest-p.ecpic.gov,FALSE,yes,--,
Site Scanner,doetest.ecpic.gov,FALSE,analytics.usa.gov,doetest.ecpic.gov,FALSE,yes,--,
Site Scanner,doitest.ecpic.gov,FALSE,analytics.usa.gov,doitest.ecpic.gov,FALSE,yes,--,
Site Scanner,doj.ecpic.gov,FALSE,analytics.usa.gov,doj.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,dojtest.ecpic.gov,FALSE,analytics.usa.gov,dojtest.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,dolores-app.18f.gov,FALSE,analytics.usa.gov,dolores-app.18f.gov,FALSE,yes,--,
Site Scanner,dolores-staging.18f.gov,FALSE,analytics.usa.gov,dolores-staging.18f.gov,FALSE,yes,--,
Site Scanner,domains.dotgov.gov,TRUE,analytics.usa.gov,domains.dotgov.gov,TRUE,yes,--,
Site Scanner,dotgov.gov,TRUE,analytics.usa.gov,dotgov.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,drivethru.gsa.gov,FALSE,analytics.usa.gov,drivethru.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,drivethrub.gsa.gov,FALSE,analytics.usa.gov,drivethrub.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,ebuy.gsa.gov,FALSE,analytics.usa.gov,ebuy.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,ecosystems.data.gov,TRUE,analytics.usa.gov,ecosystems.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,ecpic.gov,TRUE,analytics.usa.gov,ecpic.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,ectran.fas.gsa.gov,FALSE,analytics.usa.gov,ectran.fas.gsa.gov,FALSE,yes,--,
Site Scanner,ed.data.gov,TRUE,analytics.usa.gov,ed.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,ed.ecpic.gov,FALSE,analytics.usa.gov,ed.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,edtest.ecpic.gov,FALSE,analytics.usa.gov,edtest.ecpic.gov,FALSE,yes,--,
Site Scanner,education.data.gov,TRUE,analytics.usa.gov,education.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,egov.gsa.gov,TRUE,analytics.usa.gov,egov.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,elg-search-tools-dev.app.cloud.gov,FALSE,analytics.usa.gov,elg-search-tools-dev.app.cloud.gov,FALSE,yes,--,
Site Scanner,email.fpisc.gov,FALSE,analytics.usa.gov,email.fpisc.gov,FALSE,yes,--,
Site Scanner,email.gsa.gov,FALSE,analytics.usa.gov,email.gsa.gov,FALSE,yes,--,
Site Scanner,email2.gsa.gov,FALSE,analytics.usa.gov,email2.gsa.gov,FALSE,yes,--,
Site Scanner,emerging.digital.gov,TRUE,analytics.usa.gov,emerging.digital.gov,TRUE,yes,--,
Site Scanner,emorris.fasbilling.gsa.gov,FALSE,analytics.usa.gov,emorris.fasbilling.gsa.gov,FALSE,yes,--,
Site Scanner,emorriscert.fasbilling.gsa.gov,FALSE,analytics.usa.gov,emorriscert.fasbilling.gsa.gov,FALSE,yes,--,
Site Scanner,energy.data.gov,FALSE,analytics.usa.gov,energy.data.gov,FALSE,yes,--,
Site Scanner,eng-hiring.18f.gov,FALSE,analytics.usa.gov,eng-hiring.18f.gov,FALSE,yes,--,
Site Scanner,eoffer-test.fas.gsa.gov,TRUE,analytics.usa.gov,eoffer-test.fas.gsa.gov,TRUE,yes,--,
Site Scanner,eoffer.gsa.gov,TRUE,analytics.usa.gov,eoffer.gsa.gov,TRUE,yes,--,
Site Scanner,epa-notice.usa.gov,TRUE,analytics.usa.gov,epa-notice.usa.gov,TRUE,yes,--,
Site Scanner,epa-s.ecpic.gov,FALSE,analytics.usa.gov,epa-s.ecpic.gov,FALSE,yes,--,
Site Scanner,epa.ecpic.gov,FALSE,analytics.usa.gov,epa.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,epatest.ecpic.gov,FALSE,analytics.usa.gov,epatest.ecpic.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,epay.fas.gsa.gov,FALSE,analytics.usa.gov,epay.fas.gsa.gov,FALSE,yes,--,
Site Scanner,epayb.fas.gsa.gov,FALSE,analytics.usa.gov,epayb.fas.gsa.gov,FALSE,yes,--,
Site Scanner,epm.pbs.gsa.gov,FALSE,analytics.usa.gov,epm.pbs.gsa.gov,FALSE,yes,--,
Site Scanner,esrs.gov,TRUE,analytics.usa.gov,esrs.gov,TRUE,yes,--,
Site Scanner,ethics.data.gov,TRUE,analytics.usa.gov,ethics.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,etsvendorsales.gsa.gov,FALSE,analytics.usa.gov,etsvendorsales.gsa.gov,FALSE,yes,--,
Site Scanner,expressplatform.aas.gsa.gov,FALSE,analytics.usa.gov,expressplatform.aas.gsa.gov,FALSE,yes,--,
Site Scanner,extaaapgis.gsa.gov,FALSE,analytics.usa.gov,extaaapgis.gsa.gov,FALSE,yes,--,
Site Scanner,extcws.fas.gsa.gov,FALSE,analytics.usa.gov,extcws.fas.gsa.gov,FALSE,yes,--,
Site Scanner,extgsagis.gsa.gov,FALSE,analytics.usa.gov,extgsagis.gsa.gov,FALSE,yes,--,
Site Scanner,extportal.pbs.gsa.gov,FALSE,analytics.usa.gov,extportal.pbs.gsa.gov,FALSE,yes,--,
Site Scanner,faca.gov,TRUE,analytics.usa.gov,faca.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,facadatabase.gov,TRUE,analytics.usa.gov,facadatabase.gov,TRUE,yes,--,
Site Scanner,fai.gov,TRUE,analytics.usa.gov,fai.gov,TRUE,yes,--,
Site Scanner,fapiis.gov,FALSE,analytics.usa.gov,fapiis.gov,FALSE,yes,--,
Site Scanner,fapiis.ppirs.gov,FALSE,analytics.usa.gov,fapiis.ppirs.gov,FALSE,yes,--,
Site Scanner,fardatacollection.sam.gov,FALSE,analytics.usa.gov,fardatacollection.sam.gov,FALSE,yes,--,
Site Scanner,fas.connect.gsa.gov,FALSE,analytics.usa.gov,fas.connect.gsa.gov,FALSE,yes,--,
Site Scanner,fbf.gov,FALSE,analytics.usa.gov,fbf.gov,FALSE,yes,--,
Site Scanner,fbo.gov,TRUE,analytics.usa.gov,fbo.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,fbohome.sam.gov,TRUE,analytics.usa.gov,fbohome.sam.gov,TRUE,yes,--,
Site Scanner,fcsm.sitesusa.app.cloud.gov,FALSE,analytics.usa.gov,fcsm.sitesusa.app.cloud.gov,FALSE,yes,--,
Site Scanner,fdic-cloudworkspace.app.cloud.gov,FALSE,analytics.usa.gov,fdic-cloudworkspace.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,fdic-search-d.app.cloud.gov,TRUE,analytics.usa.gov,fdic-search-d.app.cloud.gov,TRUE,yes,--,
Site Scanner,fdic-search.app.cloud.gov,TRUE,analytics.usa.gov,fdic-search.app.cloud.gov,TRUE,yes,--,
Site Scanner,fdic-wwwdev.app.cloud.gov,FALSE,analytics.usa.gov,fdic-wwwdev.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,fdicdotgov-prototype-d.app.cloud.gov,FALSE,analytics.usa.gov,fdicdotgov-prototype-d.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,fdms.gov,FALSE,analytics.usa.gov,fdms.gov,FALSE,yes,--,
Site Scanner,fec-dev-proxy.app.cloud.gov,FALSE,analytics.usa.gov,fec-dev-proxy.app.cloud.gov,FALSE,yes,--,
Site Scanner,fec-prod-cms.app.cloud.gov,TRUE,analytics.usa.gov,fec-prod-cms.app.cloud.gov,TRUE,yes,--,
Site Scanner,fec-prod-proxy.app.cloud.gov,TRUE,analytics.usa.gov,fec-prod-proxy.app.cloud.gov,TRUE,yes,--,
Site Scanner,fed.us,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,fedbizopps.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,federalist-05e4f538-b6c2-49a0-a38c-262ad093ad6d.app.cloud.gov,TRUE,analytics.usa.gov,federalist-05e4f538-b6c2-49a0-a38c-262ad093ad6d.app.cloud.gov,TRUE,yes,--,
Site Scanner,federalist-0f9585b3-81eb-4649-b653-77860fc083ee.app.cloud.gov,FALSE,analytics.usa.gov,federalist-0f9585b3-81eb-4649-b653-77860fc083ee.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-17bd62cc-77b7-4687-9c62-39b462ce6fd5.app.cloud.gov,FALSE,analytics.usa.gov,federalist-17bd62cc-77b7-4687-9c62-39b462ce6fd5.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,federalist-1e54178d-71d7-40b0-98ea-9b28c0a7e6cd.app.cloud.gov,FALSE,analytics.usa.gov,federalist-1e54178d-71d7-40b0-98ea-9b28c0a7e6cd.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-2147738e-703c-4833-9101-89d779f09ce1.app.cloud.gov,FALSE,analytics.usa.gov,federalist-2147738e-703c-4833-9101-89d779f09ce1.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,federalist-217d62ed-a40b-4e63-ab27-952ee578ef00.app.cloud.gov,FALSE,analytics.usa.gov,federalist-217d62ed-a40b-4e63-ab27-952ee578ef00.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-2c628203-05c2-48ab-8f87-3eda79380559.app.cloud.gov,FALSE,analytics.usa.gov,federalist-2c628203-05c2-48ab-8f87-3eda79380559.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,federalist-448ecae8-0cd5-418d-ab00-cc13cd6e46c1.app.cloud.gov,FALSE,analytics.usa.gov,federalist-448ecae8-0cd5-418d-ab00-cc13cd6e46c1.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-48b3228b-0241-4802-9442-e08ff5c3e680.app.cloud.gov,TRUE,analytics.usa.gov,federalist-48b3228b-0241-4802-9442-e08ff5c3e680.app.cloud.gov,TRUE,yes,--,
Site Scanner,federalist-4be496a3-cca3-4187-b4d4-c3d573ae3139.app.cloud.gov,FALSE,analytics.usa.gov,federalist-4be496a3-cca3-4187-b4d4-c3d573ae3139.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-5232e959-9997-4f27-a482-3c19a3c9590f.app.cloud.gov,TRUE,analytics.usa.gov,federalist-5232e959-9997-4f27-a482-3c19a3c9590f.app.cloud.gov,TRUE,yes,--,
Site Scanner,federalist-5c2872ea-87d9-467b-9128-d0c258e40525.app.cloud.gov,FALSE,analytics.usa.gov,federalist-5c2872ea-87d9-467b-9128-d0c258e40525.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-64b3729c-c105-408b-a052-d8b049efc23f.app.cloud.gov,TRUE,analytics.usa.gov,federalist-64b3729c-c105-408b-a052-d8b049efc23f.app.cloud.gov,TRUE,yes,--,
Site Scanner,federalist-66ee4570-96ce-4b03-88ac-98c9288bb848.app.cloud.gov,FALSE,analytics.usa.gov,federalist-66ee4570-96ce-4b03-88ac-98c9288bb848.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-76a38c7a-b538-4b4c-b35c-e42c6e455250.app.cloud.gov,FALSE,analytics.usa.gov,federalist-76a38c7a-b538-4b4c-b35c-e42c6e455250.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-9b06719f-4ddf-4b5e-92cf-4df82a05922b.app.cloud.gov,FALSE,analytics.usa.gov,federalist-9b06719f-4ddf-4b5e-92cf-4df82a05922b.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-b146cf1e-c756-4b1f-bb83-c516cac94fbb.app.cloud.gov,FALSE,analytics.usa.gov,federalist-b146cf1e-c756-4b1f-bb83-c516cac94fbb.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-bb524037-85b7-4932-b166-937acfe82a45.app.cloud.gov,FALSE,analytics.usa.gov,federalist-bb524037-85b7-4932-b166-937acfe82a45.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,federalist-c15eda78-ad4f-46bc-ac6b-eb043d9f3780.app.cloud.gov,TRUE,analytics.usa.gov,federalist-c15eda78-ad4f-46bc-ac6b-eb043d9f3780.app.cloud.gov,TRUE,yes,--,
Site Scanner,federalist-c2ec0652-d2b5-4b0c-9b83-ef92c9ce7b06.app.cloud.gov,FALSE,analytics.usa.gov,federalist-c2ec0652-d2b5-4b0c-9b83-ef92c9ce7b06.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-c58f58dc-a215-4616-a54c-12b5eb011096.app.cloud.gov,FALSE,analytics.usa.gov,federalist-c58f58dc-a215-4616-a54c-12b5eb011096.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,federalist-ce810add-9092-4627-8246-9b65cf94623c.app.cloud.gov,FALSE,analytics.usa.gov,federalist-ce810add-9092-4627-8246-9b65cf94623c.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-cf8341ad-ca07-488c-bd96-0738014c79ca.app.cloud.gov,FALSE,analytics.usa.gov,federalist-cf8341ad-ca07-488c-bd96-0738014c79ca.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-cfade689-2192-403e-a4d0-0335f68f0203.app.cloud.gov,FALSE,analytics.usa.gov,federalist-cfade689-2192-403e-a4d0-0335f68f0203.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-d703a102-c627-4805-8934-78f5bf4c97da.app.cloud.gov,FALSE,analytics.usa.gov,federalist-d703a102-c627-4805-8934-78f5bf4c97da.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-docs-staging.18f.gov,TRUE,analytics.usa.gov,federalist-docs-staging.18f.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,federalist-docs.18f.gov,TRUE,analytics.usa.gov,federalist-docs.18f.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,federalist-e9c24948-6a42-4d93-94cd-6dbacf6299bd.app.cloud.gov,FALSE,analytics.usa.gov,federalist-e9c24948-6a42-4d93-94cd-6dbacf6299bd.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,federalist-e9cffb99-9f28-4e6c-83f8-130e5a03a9f7.app.cloud.gov,FALSE,analytics.usa.gov,federalist-e9cffb99-9f28-4e6c-83f8-130e5a03a9f7.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-e9fbf095-6ef5-4a1b-adc3-eb073eb79eec.app.cloud.gov,FALSE,analytics.usa.gov,federalist-e9fbf095-6ef5-4a1b-adc3-eb073eb79eec.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-ead78f8d-8948-417c-a957-c21ec5617a57.app.cloud.gov,FALSE,analytics.usa.gov,federalist-ead78f8d-8948-417c-a957-c21ec5617a57.app.cloud.gov,FALSE,yes,--,
Site Scanner,federalist-ecc58765-2903-48b3-920c-5d93318ad084.app.cloud.gov,FALSE,analytics.usa.gov,federalist-ecc58765-2903-48b3-920c-5d93318ad084.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,federalist-fe6e9378-2eb1-4eb8-a686-9f9a574a410d.app.cloud.gov,FALSE,analytics.usa.gov,federalist-fe6e9378-2eb1-4eb8-a686-9f9a574a410d.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,federalist-landing-template.18f.gov,FALSE,analytics.usa.gov,federalist-landing-template.18f.gov,FALSE,yes,--,
Site Scanner,federalist-modern-team-template.18f.gov,FALSE,analytics.usa.gov,federalist-modern-team-template.18f.gov,FALSE,yes,--,
Site Scanner,federalist-proxy.app.cloud.gov,FALSE,analytics.usa.gov,federalist-proxy.app.cloud.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,federalist-report-template.18f.gov,FALSE,analytics.usa.gov,federalist-report-template.18f.gov,FALSE,yes,--,
Site Scanner,federalist-staging.18f.gov,TRUE,analytics.usa.gov,federalist-staging.18f.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,federalist.18f.gov,TRUE,analytics.usa.gov,federalist.18f.gov,TRUE,yes,--,
Site Scanner,federalistapp.18f.gov,TRUE,analytics.usa.gov,federalistapp.18f.gov,TRUE,yes,--,
Site Scanner,federation-staging.data.gov,TRUE,analytics.usa.gov,federation-staging.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,federation.data.gov,TRUE,analytics.usa.gov,federation.data.gov,TRUE,yes,--,
Site Scanner,fedidcard.gov,TRUE,analytics.usa.gov,fedidcard.gov,TRUE,yes,--,
Site Scanner,fedinfo.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,fedpay.gsa.gov,TRUE,analytics.usa.gov,fedpay.gsa.gov,TRUE,yes,--,
Site Scanner,fedpay.gss.gsa.gov,TRUE,analytics.usa.gov,fedpay.gss.gsa.gov,TRUE,yes,--,
Site Scanner,fedramp-dashboard.fr.cloud.gov,FALSE,analytics.usa.gov,fedramp-dashboard.fr.cloud.gov,FALSE,yes,--,
Site Scanner,fedramp-develop.fr.cloud.gov,FALSE,analytics.usa.gov,fedramp-develop.fr.cloud.gov,FALSE,yes,--,
Site Scanner,fedramp.gov,TRUE,analytics.usa.gov,fedramp.gov,TRUE,yes,--,
Site Scanner,fedramp.sitesusa.app.cloud.gov,FALSE,analytics.usa.gov,fedramp.sitesusa.app.cloud.gov,FALSE,yes,--,
Site Scanner,fedrooms.gov,TRUE,analytics.usa.gov,fedrooms.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,fedsim.gsa.gov,FALSE,analytics.usa.gov,fedsim.gsa.gov,FALSE,yes,--,
Site Scanner,fedspecs.gsa.gov,FALSE,analytics.usa.gov,fedspecs.gsa.gov,FALSE,yes,--,
Site Scanner,fedspendingtransparency.18f.gov,FALSE,analytics.usa.gov,fedspendingtransparency.18f.gov,FALSE,yes,--,
Site Scanner,feedback-staging.usa.gov,TRUE,analytics.usa.gov,feedback-staging.usa.gov,TRUE,yes,--,
Site Scanner,feedback.gsa.gov,FALSE,analytics.usa.gov,feedback.gsa.gov,FALSE,yes,--,
Site Scanner,feedback.usa.gov,TRUE,analytics.usa.gov,feedback.usa.gov,TRUE,yes,--,
Site Scanner,fellows-in-innovation.pif.gov,FALSE,analytics.usa.gov,fellows-in-innovation.pif.gov,FALSE,yes,--,
Site Scanner,ffms.fas.gsa.gov,TRUE,analytics.usa.gov,ffms.fas.gsa.gov,TRUE,yes,--,
Site Scanner,ffmsb.fas.gsa.gov,FALSE,analytics.usa.gov,ffmsb.fas.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,filetransfer.fdms.gov,FALSE,analytics.usa.gov,filetransfer.fdms.gov,FALSE,yes,--,
Site Scanner,finance.data.gov,TRUE,analytics.usa.gov,finance.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,finance.gsa.gov,FALSE,analytics.usa.gov,finance.gsa.gov,FALSE,yes,--,
Site Scanner,finance.ocfo.gsa.gov,FALSE,analytics.usa.gov,finance.ocfo.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,financeweb.gsa.gov,FALSE,analytics.usa.gov,financeweb.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,find.digitalgov.gov,TRUE,analytics.usa.gov,find.digitalgov.gov,TRUE,yes,--,
Site Scanner,find.search.gov,TRUE,analytics.usa.gov,find.search.gov,TRUE,yes,--,
Site Scanner,fips201ep.cio.gov,TRUE,analytics.usa.gov,fips201ep.cio.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,firstgov.gov,TRUE,analytics.usa.gov,firstgov.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,fix-download-link-and-remove-withheld.app.cloud.gov,FALSE,analytics.usa.gov,fix-download-link-and-remove-withheld.app.cloud.gov,FALSE,yes,--,
Site Scanner,fleet.fas.gsa.gov,TRUE,analytics.usa.gov,fleet.fas.gsa.gov,TRUE,yes,--,
Site Scanner,fleet.gsa.gov,TRUE,analytics.usa.gov,fleet.gsa.gov,TRUE,yes,--,
Site Scanner,fleetb.gsa.gov,TRUE,analytics.usa.gov,fleetb.gsa.gov,TRUE,yes,--,
Site Scanner,fleeteur.fas.gsa.gov,TRUE,analytics.usa.gov,fleeteur.fas.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,fleeteurb.fas.gsa.gov,TRUE,analytics.usa.gov,fleeteurb.fas.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,fleetsso.gsa.gov,FALSE,analytics.usa.gov,fleetsso.gsa.gov,FALSE,yes,--,
Site Scanner,fmi.gov,TRUE,analytics.usa.gov,fmi.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,fms.fas.gsa.gov,FALSE,analytics.usa.gov,fms.fas.gsa.gov,FALSE,yes,--,
Site Scanner,fmswseb.fas.gsa.gov,FALSE,analytics.usa.gov,fmswseb.fas.gsa.gov,FALSE,yes,--,
Site Scanner,fmswsec.fas.gsa.gov,FALSE,analytics.usa.gov,fmswsec.fas.gsa.gov,FALSE,yes,--,
Site Scanner,fmvrs.fas.gsa.gov,TRUE,analytics.usa.gov,fmvrs.fas.gsa.gov,TRUE,yes,--,
Site Scanner,fmvrsb.fas.gsa.gov,FALSE,analytics.usa.gov,fmvrsb.fas.gsa.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,food.data.gov,TRUE,analytics.usa.gov,food.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,foodsecurity.data.gov,TRUE,analytics.usa.gov,foodsecurity.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,forcegis.gsa.gov,FALSE,analytics.usa.gov,forcegis.gsa.gov,FALSE,yes,--,
Site Scanner,forms.gov,TRUE,analytics.usa.gov,forms.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,fpc.gov,TRUE,analytics.usa.gov,fpc.gov,TRUE,yes,--,
Site Scanner,fpds.gov,FALSE,analytics.usa.gov,fpds.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,fpisc.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,fpki-lab.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,fpki.gov,FALSE,analytics.usa.gov,URL not in results,--,"No, not in the analytics.usa.gov dataset.  ",Why did Site Scanner include this URL when it doesn't resolve?,This entry does not resolve and can be ignored.
Site Scanner,fpkia.gsa.gov,FALSE,analytics.usa.gov,fpkia.gsa.gov,FALSE,yes,--,
Site Scanner,frontend.18f.gov,FALSE,analytics.usa.gov,frontend.18f.gov,FALSE,yes,--,
Site Scanner,frpg.gov,TRUE,analytics.usa.gov,frpg.gov,TRUE,yes,--,
Site Scanner,frppmap.gsa.gov,FALSE,analytics.usa.gov,frppmap.gsa.gov,FALSE,yes,--,
Site Scanner,fsd.gov,TRUE,analytics.usa.gov,fsd.gov,TRUE,yes,--,
Site Scanner,fsrs.gov,TRUE,analytics.usa.gov,fsrs.gov,TRUE,yes,--,
Site Scanner,ftp.gsa.gov,FALSE,analytics.usa.gov,ftp.gsa.gov,FALSE,yes,--,
Site Scanner,fugacious.18f.gov,FALSE,analytics.usa.gov,fugacious.18f.gov,FALSE,yes,--,
Site Scanner,geospatial.data.gov,TRUE,analytics.usa.gov,geospatial.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,globaldevelopment.data.gov,TRUE,analytics.usa.gov,globaldevelopment.data.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,go.usa.gov,FALSE,analytics.usa.gov,go.usa.gov,FALSE,yes,--,
Site Scanner,gobierno.usa.gov,TRUE,analytics.usa.gov,gobierno.usa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,gobiernousa.gov,TRUE,analytics.usa.gov,gobiernousa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,govconnect.18f.gov,FALSE,analytics.usa.gov,govconnect.18f.gov,FALSE,yes,--,
Site Scanner,govsales.gov,FALSE,analytics.usa.gov,govsales.gov,TRUE,yes,Why does SS not detect DAP?,
Site Scanner,govsalesupload.fas.gsa.gov,FALSE,analytics.usa.gov,govsalesupload.fas.gsa.gov,FALSE,yes,--,
Site Scanner,govsalesuploadb.fas.gsa.gov,FALSE,analytics.usa.gov,govsalesuploadb.fas.gsa.gov,FALSE,yes,--,
Site Scanner,grantsfeedback.cfo.gov,FALSE,analytics.usa.gov,grantsfeedback.cfo.gov,FALSE,yes,--,
Site Scanner,grouplet-playbook.18f.gov,FALSE,analytics.usa.gov,grouplet-playbook.18f.gov,FALSE,yes,--,
Site Scanner,groups.fpisc.gov,FALSE,analytics.usa.gov,groups.fpisc.gov,FALSE,yes,--,
Site Scanner,gsa-apps.gsa.gov,FALSE,analytics.usa.gov,gsa-apps.gsa.gov,FALSE,yes,--,
Site Scanner,gsa-ecas.gsa.gov,TRUE,analytics.usa.gov,gsa-ecas.gsa.gov,FALSE,yes,Why does SS detect DAP?,
Site Scanner,gsa.gov,TRUE,analytics.usa.gov,gsa.gov,TRUE,yes,--,
Site Scanner,gsaadvantage-cors.fas.gsa.gov,FALSE,analytics.usa.gov,gsaadvantage-cors.fas.gsa.gov,FALSE,yes,--,
